央视频道,#genre#
潮州综合,http://113.64.197.107:6633/udp/239.253.43.70:5146
潮州民生,http://113.64.197.107:6633/udp/239.253.43.75:5146
揭阳综合,http://113.64.197.107:6633/udp/239.77.0.229:5146
揭阳生活,http://113.64.197.107:6633/udp/239.77.0.251:5146
江门综合,http://113.64.197.107:6633/udp/239.77.0.201:5146
江门侨乡生活,http://113.64.197.107:6633/udp/239.77.0.202:5146
珠海-1,http://113.64.197.107:6633/udp/239.77.0.155:5146
珠海-2,http://113.64.197.107:6633/udp/239.77.0.154:5146
肇庆综合,http://113.64.197.107:6633/udp/239.253.43.1:5146
肇庆生活服务,http://113.64.197.107:6633/udp/239.253.43.2:5146
清远新闻综合,http://113.64.197.107:6633/udp/239.253.43.33:5146
清远文旅生活,http://113.64.197.107:6633/udp/239.253.43.34:5146
茂名综合,http://113.64.197.107:6633/udp/239.77.0.206:5146
茂名文化生活,http://113.64.197.107:6633/udp/239.77.0.207:5146
湛江新闻综合,http://113.64.197.107:6633/udp/239.77.0.141:5146
湛江公共,http://113.64.197.107:6633/udp/239.77.0.140:5146
云浮综合,http://113.64.197.107:6633/udp/239.77.0.253:5146
云浮文旅,http://113.64.197.107:6633/udp/239.77.0.254:5146
韶关综合,http://113.64.197.107:6633/udp/239.77.0.117:5146
徐闻综合,http://113.64.197.107:6633/udp/239.253.43.112:5146
阳江1,http://113.64.197.107:6633/udp/239.253.43.82:5146
阳江2,http://113.64.197.107:6633/udp/239.253.43.83:5146
江西频道,#genre#
浙江频道,#genre#

