央视频道,#genre#
佛山综合,http://113.64.197.107:6633/udp/239.253.43.57:5146
佛山公共,http://113.64.197.107:6633/udp/239.253.43.53:5146
佛山公共,http://119.34.190.113:2911/udp/224.1.100.134:11111
佛山影视,http://113.64.197.107:6633/udp/239.253.43.56:5146
佛山顺德,http://113.64.197.107:6633/udp/239.253.43.55:5146
佛山南海,http://113.64.197.107:6633/udp/239.253.43.54:5146
佛山南海,http://113.64.197.107:6633/udp/239.77.0.236:5146
中山综合,http://113.64.197.107:6633/udp/239.253.43.62:5146
香山文化,http://113.64.197.107:6633/udp/239.253.43.63:5146
梅州1套,http://113.64.197.107:6633/udp/239.253.43.123:5146
客家生活,http://113.64.197.107:6633/udp/239.253.43.124:5146
河源综合,http://113.64.197.107:6633/udp/239.253.43.213:5146
河源公共,http://113.64.197.107:6633/udp/239.253.43.214:5146
汕头综合,http://113.64.197.107:6633/udp/239.77.1.130:5146
汕头综合,http://113.64.197.107:6633/udp/239.253.43.45:5146
汕头经济生活,http://113.64.197.107:6633/udp/239.77.1.131:5146
汕头经济生活,http://113.64.197.107:6633/udp/239.253.43.46:5146
汕头文旅体育,http://113.64.197.107:6633/udp/239.77.1.132:5146
汕头文旅体育,http://113.64.197.107:6633/udp/239.253.43.47:5146
汕尾新闻综合,http://113.64.197.107:6633/udp/239.77.0.25:5146
汕尾文化生活,http://113.64.197.107:6633/udp/239.77.0.187:5146
